word,polarity
jayayya,-1
rashin cancanta,-1
tashin hankali,-1
cikin damuwa,-1
cikin damuwa,1
rashin nutsuwa,-1
rashin kulawa,-1
rashin kulawa,-1
rashin kulawa,-1
lalacewa,-1
disreputably,1
bata suna,-1
rashin girmamawa,-1
rashin girmamawa,1
rushewa,-1
lalata abubuwa masu fashewa,1
rushewa,-1
tarwatsewa,1
rarraba,-1
rashin gamsuwa,-1
rarraba,-1
watsawa,-1
yada sclerosis,-1
rarrabuwa,-1
rashin yarda,-1
mai rarrabuwa,-1
rashin yarda,-1
rashin yarda,-1
mai rarrabuwa,-1
mai rarrabuwa,1
watsawa,1
watsawa,-1
watsewa,1
rarrabu,1
rarrabuwa,-1
rikicewar rarrabuwa,-1
rushewa,1
narke,-1
narkewa,1
narkewa,1
wakili narkewa,1
dissonate,-1
rashin yarda,-1
distal muscular dystrophy,-1
nesa,-1
ɓarna,-1
disastefully,-1
shashasha,-1
distil,-1
distill,-1
bambanci,1
rarrabewa,1
rarrabe,-1
distomatosis,-1
gurbata,-1
gurbata,1
murdiya,-1
shagala,-1
shagala,1
shagala,-1
shagaltar,-1
damuwa,-1
damuwa,-1
wahala,-1
cikin damuwa,-1
rarraba,-1
Rarraba mai rarraba,-1
rarrabuwa,-1
rashin amincewa,-1
amana,1
damemu,-1
damuwa,-1
dame,-1
damuwa,1
warwatse,-1
ko dai,-1
dantyramb,1
dantyrambic,1
diuresis,-1
divagation,-1
nutse,-1
rarrabu,-1
rarrabuwar kai,-1
bambancin strabismus,-1
shagala,1
diverticulitis,-1
karkarwa,1
duba,1
allahntaka,1
rarrabuwa euglenophyta,1
dizen,-1
jiri,-1
jiri,-1
dle,-1
dm,-1
yi,1
yi aiki a kan,-1
yi a ciki,-1
yi shi,1
yi adalci,1
docile,1
likita,-1
likita sama,-1
karin magana,1
dodging,1
dodgy,1
biskit mai kare,-1
cizon kare,-1
abin wuya kare,-1
kare ya ji,-1
ƙugiya kare,1
laban kare,-1
kare ya gaji,1
kare kumallo,-1
abincin dare,-1
yakin kare kai,-1
kare,-1
karewa,-1
dogie,1
m,1
mai tsattsauran ra'ayi,1
maimaitawa,1
aikatawa,1
takaddama,1
bayana,1
dolce nesa niente,-1
dole,-1
dole,-1
dala,-1
diflomasiyyar dala,1
alamar dala,-1
alamar dollar,-1
dolobid,-1
mai yi,-1
dolour,-1
mai dabbar dolfin,1
tsamiya,1
na gida,1
dabbobin gida,-1
rikicin cikin gida,-1
mai gida,1
gida,1
dabbar gida,-1
aikin gida,1
kayan gida,1
gidan zama,1
mamayar,1
sarfaraz,1
ranar mulki,-1
yi domin,-1
famfo jaki,1
halaka,-1
wanzuwa,-1
kiyama,-1
dope,1
kwanciya,-1
barci,-1
tagar dormer,1
kashi,1
doss,1
doss kasa,1
dosshouse,-1
dotage,-1
cike da gidajen abinci,-1
biyu,-1
ninki biyu,1
ninki biyu,1
gado biyu,1
gado biyu,1
gwajin makafi biyu,1
hanya biyu makafi,1
karatun makafi biyu,1
biyu cream,1
biyu creme,1
biyu crochet,1
ma'amala biyu,-1
biyu,-1
fasali biyu,-1
biyu gloucester,1
biyu korau,1
ninki biyu,-1
ciwon huhu biyu,1
biyu dinka,1
ninki biyu,-1
bugu biyu,-1
biyu-biyu,1
shakka,1
m,-1
shakka,1
shakku,1
babu shakka,1
babu shakka,1
dour,-1
dourly,1
amfani,-1
kurciya,1
foda foda,-1
cikin lokaci,1
ƙasa,-1
ƙasa da waje,-1
feasa gashin tsuntsu,1
rashin ciwo,-1
Ciwan ƙasa,-1
downbound,1
faduwa,-1
wulakanta,-1
kasala,-1
gangarowa,-1
alamar kasuwa,-1
playasa,1
a tsaye,1
downshift,-1
raguwa,-1
kasa,-1
zuwa ƙasa,-1
a ƙasa,-1
zuwa ƙasa,-1
ƙasa,-1
doxazosin,1
doxorubicin,1
drab,-1
drably,1
karwannak,1
jawo,1
dragee,-1
yana ja,1
ja,-1
lambatu,-1
magudanar ruwa,1
jirgin ruwa,1
drake,-1
wasan kwaikwayo,1
taron ban mamaki,1
da ban mamaki,1
wasan kwaikwayo,1
wasan kwaikwayo,1
wasan kwaikwayo,1
drape,-1
cin zarafi,1
zana dutsen ado,1
zana fanko,-1
ja da baya,-1
kusanci,1
zana a ciki,1
zana tare,1
kusantar,-1
duhu,-1
tsreadro,-1
fargaba,-1
mai ban tsoro,-1
da fargaba,-1
mafarki,1
mafarki,1
mafarki,1
mafarki,-1
rashin mafarki,-1
drear,-1
cikin buri,1
mai ban tsoro,-1
Doki,-1
karancin jini,-1
karancin jini,-1
riguna,1
yi ado kasa,-1
maimaita sutura,1
yi ado,1
ado tama,1
miya,-1
bushe,-1
bushe,1
gantali,-1
rawar soja,1
sha,1
sha a ƙasa,1
abin sha,1
ruwan sha,1
bushe bushe,-1
saukad da,1
digowa,-1
dutsen dusar ƙanƙara,1
tuƙi,1
fitar da kai,1
fitar da,1
fitar da,1
kore,1
yayyafi,1
drollery,1
mai amfani da ruwa,1
jirgi mara matuki,-1
droning,-1
droop,-1
faduwa,-1
droopingly,1
droopy,-1
sauke,-1
faduwa,-1
faduwa matacce,-1
sauke keel,1
ganye,1
sauke ganyen ganye,1
sauke,-1
faduwa,1
zubarwa,-1
saukad da,-1
dross,1
fari,1
rashin nutsuwa,1
koro,1
koro kurkuku,1
bacci,1
bacci,-1
drub,1
bushewa,-1
drudging,-1
shan miyagun ƙwayoyi,-1
hadaddiyar giyar,-1
Kidan bugawa,1
ƙarar ƙura,-1
maye maye,1
buguwa,1
bushe,-1
bushe hatsi,-1
ido ya bushe,1
bushewar bushewa,-1
bushe baki,-1
m bushe,1
bushewar ruɓa,-1
bangon dutse,1
bushe,1
busassun bango,1
rashin ruwa,-1
ds,1
dts,-1
dubious,-1
dubiously,1
agwagwa,-1
agwagwa ta biya,-1
agwagwa miya,-1
agwagwa miya,1
agwagwa,-1
ductile,1
dud,-1
dudgeon,1
saboda,1
saboda tsari,-1
saboda tsarin doka,-1
duet,-1
dukedom,1
dulciana,1
maras ban sha'awa,-1
maras ban sha'awa purple,1
fari mara kyau,1
dulled,-1
dully,-1
duly,1
bebe,-1
bam bebe,-1
bebaye,-1
dumbly,1
dun,1
taki,-1
taki,-1
dunkirk,-1
duo,-1
duodenal miki,-1
Duologue,1
dupe,1
dupery,-1
Kwafin abu,1
kwafi,-1
duplicity,-1
kaya masu ɗorewa,1
karko,1
duralumin,-1
dusky,-1
bera mai ƙafa mai ƙafa,1
dusky ƙafa woodrat,1
kura,-1
jakar kura,-1
murfin ƙura,-1
takardar ƙura,-1
kura,-1
kura,-1
dutch elm irin ƙwaro,-1
dutch elm cuta,-1
fartanya,1
Kayan koko da aka sarrafa,-1
ba haraji,-1
duvet,-1
dodo,-1
dwarfism,-1
mutuwa,-1
dyke,-1
kuzari,1
dynapen,-1
dysaphia,-1
dysarthria,-1
dyscalculia,1
zazzaɓi,-1
dysgenesis,-1
dysgenic,-1
dysgraphia,1
rashin jin dadi,1
dysmenorrhea,-1
dysomia,-1
dysosmia,-1
dysostosis da yawa,-1
dyspepsia,-1
mai kamuwa da cuta,-1
dysphagia,-1
dysphasia,-1
dysphonia,-1
dysphoria,-1
dyspnea,-1
dyspneal,-1
dyspneic,-1
dyspnoea,-1
dyspnoeal,-1
dyspnoeic,-1
dyssynergia,-1
dysthymia,-1
dysthymic ciki,-1
dystopian,-1
dystrophy,-1
dysuria,-1
e bam,-1
e.s.p.,-1
kowane mako,-1
kowace shekara,-1
cikin ɗoki,1
rayukan gaggafa,1
ji,-1
earldom,1
da wuri,1
alamar,1
samu gudu,-1
samu gudu talakawan,-1
da ƙwazo,1
himma,1
sauƙi,-1
sauki kashe,-1
sauƙaƙe,-1
saukakewa,1
a sauƙaƙe,1
sauƙaƙewa,-1
sassautawa,1
fitila,-1
kwan Ista,1
gabas dasyure,-1
gabashin kwari gorilla,1
gabas,1
sauki,1
kujera mai sauki,-1
sauki,1
ci a,-1
cin abinci,-1
cinye,1
mai cin abinci,1
rashin cin abinci,-1
cion lambert ciwo,-1
eau de vie,1
ebb,-1
ebola,-1
zazzabin ebola,-1
ebola zazzabin cizon sauro,-1
akullum,1
sabani,1
eccentrically,1
ecclesiastically,1
eccrine,1
eccyesis,-1
echidnophaga gallinacea,1
echinococcosis,-1
amsa kuwwa,-1
eclampsia,-1
muhalli,1
matsalar tattalin arziki,-1
tattali,-1
sashen tattalin arziki,1
tattalin arziki na sikelin,1
ecotourism,1
cike da annashuwa,1
mahaifa,1
kwankwason ciki,-1
ciki mai ciki,-1
hakansabancin,-1
tsarin rayuwa,1
ecumenicism,1
ecumenism,1
eczema herpeticum,1
eczema hypertrophicum,-1
eczema vaccinatum,1
ed,-1
edacity,1
edecrin,-1
edema,-1
shiriya,-1
rashin daidaito,-1
katantanwa mai cin abinci,1
edmontonia,1
edta,-1
ilimi,1
ayyukan ilimi,1
a ilimance,1
eerily,1
ef,1
sakamako,-1
tasiri,1
yadda ya kamata,1
tasiri,1
Tasiri,1
farin ciki,1
yaduwa,1
zayyansakha,1
nagarta sosai,1
cikon,-1
rashin haske,1
malalo,-1
ƙoƙari,1
effulgent,1
zubar ruwa,1
cikakke,1
kwai da anka,1
kwai da dodo,1
kwai da harshe,1
kwai ya cika,-1
eggbeater,-1
eggwhisk,-1
son kai,1
son kai,1
son kai,1
son kai,1
girman kai,1
son kai,1
eiderdown,-1
eimeriya,1
fitar maniyyi,-1
cutar ekbom,-1
bayani dalla-dalla,1
yayi bayani,1
a bayyane,1
fadadawa,1
elagatis bipinnulata,1
elan,1
karin bayani,-1
elaphe obsoleta,-1
wadatacce,-1
maciji mara kyau,-1
elasmobranch,-1
farin ciki,-1
gwiwar hannu,-1
warkarwa ta lantarki,1
warkarwa na lantarki,1
wutar lantarki,1
daidaitaccen lantarki,1
lantarki,-1
lantarki,1
ilimin lantarki,1
lantarki,-1
lantarki voltmeter,-1
lantarki,1
lantarki,1
lantarki,1
tsarin jini,1
ladabi,1
elegiac,-1
kashi,-1
na farko,-1
da farko,1
giwan giwaye,-1
giwaye,-1
zakariyah,-1
daukaka,1
goma sha ɗaya awa,1
kawar,1
elixir,1
shekarun elizabethan,-1
mai zafin nama,1
kaifin baki,1
ayfahar,-1
tsawaita,1
karin magana,1
kaifin magana,1
iya magana,1
karin bayani,1
kau da kai,-1
kasala,1
emanation,1
yanci,1
jin kunya,-1
abin kunya,-1
kunya,1
yi ado,1
ƙawata,1
satar kudi,-1
alama,1
aiki,1
karfafawa,1
emboss,-1
runguma,1
runguma,1
runguma,1
sakawa,-1
kwalliya,1
embryoma na koda,-1
kyautatawa,-1
fito fili,1
gaggawa,-1
saukar gaggawa,-1
dakin gaggawa,1
emery zane,-1
halin kirki,-1
fitarwa,1
mashahuri,1
a hankali,1
emmy,1
tausayawa,1
na motsin rai,-1
motsin rai,1
rikicewar tunani,-1
tashin hankali,-1
tausayawa,1
rashin tausayi,-1
mai tausayi,1
tausayawa,1
jin tsoro,1
tausaya wa,1
tausaya wa,1
tausayawa,-1
girmamawa,1
nanata,1
nanata,1
yana jaddada,1
ƙarfafawa,1
karfafawa,1
empirically,1
masarauta,1
karfafawa,1
aiki hira,1
fanko,1
hannu wofi,1
kwaikwayo,1
mai martaba,-1
emulously,1
kunna,1
enamel,1
nishadi,1
ƙwaƙwalwar ƙwaƙwalwa,-1
encephalitis lethargica,-1
ciwon encephalomeningitis,-1
encephalomyelitis,-1
tabin hankali,-1
sihiri,1
cikin sihiri,1
sihiri,1
kewayewa,1
karana,-1
gamuwa,-1
ƙarfafawa,-1
karfafa gwiwa,1
kutsawa kan,-1
cin amana,-1
ƙaddamarwa,1
karshen duniya,-1
endamoeba,-1
hadari,-1
jinsunan da ke cikin hatsari,-1
hadari,-1
endarteritis,-1
cikin farin ciki,1
soyayya,1
ƙoƙari,1
ƙoƙari,1
cututtukan typhus,-1
ganye,-1
mara iyaka,-1
endocarditis,-1
endocervicitis,-1
cututtukan ciki,1
cikin hanzari,1
ciwon daji na endometrial,-1
carcinoma na endometrial,-1
endometriosis,-1
endometritis,-1
endorphin,1
endotoxin,-1
m,-1
jimre,-1
dawwama,1
da kuzari,1
kuzari,1
kuzari,1
kuzari,1
makamashi,1
kuzari,1
kuzari,-1
shiga,1
tsunduma,1
shiga,1
nishadantarwa,1
sashen hausa,1
hausa tafin kafa,1
tsunduma,-1
mamayewa,-1
inginis encrasicholus,-1
engross,1
shagala,1
cinyewa,1
inganta,1
kayan haɓakawa,1
enigma,-1
enigmatic,1
enigmatically,1
ji dadin,1
more,1
morewa,1
enkephalin,-1
enl,-1
faɗaɗa zuciya,-1
fadada,1
rayayyu,1
mai rai,1
cike,1
ƙiyayya,-1
ennoblement,1
ennui,-1
girma,1
isa,1
tambaya,1
enquirking,1
bincike,-1
bacin rai,-1
wadãtar,1
kulla yarjejeniya,1
m,1
tarko,-1
cakuɗe,-1
zazzabin ciki,-1
ciwon ciki,-1
enterobiasis,-1
tabin hankali,1
enterostenosis,-1
ciniki,1
cikin hanzari,1
nishadantar,1
cikin nishadi,1
mai ban sha'awa,1
barka da hankali,1
kanshafi,1
babbar sha'awa,-1
da farin ciki,1
yaudare,-1
jawo hankali,1
gaba ɗaya,1
cikakken bayani,1
duka,1
entlebucher,1
entomophobia,-1
entomostraca,-1
ciki entopic,-1
ƙofar shiga,-1
entrancing,1
kamawa,-1
kamawa,-1
ana rokonku,1
enucleation,1
tabbata,1
hadari,-1
hasada,1
hassada,1
hassada,1
kare muhalli,-1
hangen nesa,-1
hangen nesa,-1
hassada,1
sawa,1
bazuwar,-1
shekarun eolithic,-1
epicondylitis,-1
cutar kwalara,-1
cututtukan encephalitis,-1
cutar sankarau,-1
annoba myalgia,1
cutar sankarau,-1
annoba ta ɓarke,1
epididymitis,-1
epiglottitis,-1
epigram,1
farfadiya babba,-1
farfadiya karama,-1
farfadiya,-1
kamuwa da cutar farfadiya,-1
akidar,-1
epiphany,1
episcleritis,-1
episodically,1
epithelioma,-1
gishirin epsom,-1
daidaitawa,-1
daidai,1
daidai yake da,1
daidai,-1
equanil,-1
kwata-kwata,-1
wasan dawakai,1
kayan kwalliya,1
equidae,-1
daidaitawa,1
equine,1
mai rarrafe,-1
rashin kayan aiki,-1
sanye take,1
shirya,1
daidai,1
equivocally,1
equivocate,1
daidaitawa,-1
er,1
zamani,-1
kawarwa,1
erb duchenne inna,-1
erb mai laushi,-1
rashin karfin erectile,-1
tsayayye,1
tsayayye,1
tashin hankali,1
ergocalciferol,-1
ergot,-1
ergotism,-1
erinaceidae,1
lalata,-1
eros,1
soyayya mai lalata,1
na batsa,1
lalata,1
lalata,1
kuskure,-1
mara aiki,-1
kuskure,1
errhine,-1
kuskure,1
kuskure,-1
ba da gaskiya ba,1
fashe,-1
fashewa,-1
fashewa,-1
erysipelas,-1
erythema,-1
erythema yawa,-1
erythema nodosum,-1
erythema nodosum kuturta,-1
erythroblastosis,-1
erythroderma,-1
escapade,1
tserewa,-1
hanyar tserewa,1
tsere,-1
tserewa,-1
escarole,-1
eschaton,1
eschew,1
esophagitis,-1
leken asiri,-1
espresso,-1
muqala,-1
mahimmanci,1
hauhawar jini mai mahimmanci,1
mahimmanci thrombocytopenia,-1
da gaske,1
kafa,1
daraja,1
na kirki,1
rashin tunani,1
kimantawa,1
kimantawa,1
rabuwa,-1
esurience,1
abada,1
ethacrynic acid,-1
santana,1
ethanol,-1
akidar,-1
kabila,1
barasa na ethyl,-1
sinadarin glycol,1
etiolate,-1
ioasanta,-1
etiolation,-1
ilimin ilimin halitta,1
etodolac,-1
eton abin wuya,-1
euarctos,-1
eucaryote,1
eudaemonia,1
eudaimonia,1
eugenic,-1
euglenaceae,1
euglenophyceae,1
euglenophyta,1
eukaryote,1
jerin,-1
eunuchoidism,-1
a cikin ma'ana,1
tsawa,1
tsawa,1
murna,-1
murna,-1
nishadi,-1
euphuism,-1
eupnea,-1
eupnoea,-1
eurhythmics,1
eurhythmy,1
haushin Turai,1
nutasashen Turai,1
soleasashen Turai,1
eurylaimidae,-1
eurythmics,1
cikawa,1
euthynnus pelamis,-1
guje wa,1
kimantawa,1
evanesce,-1
kaucewa,-1
da kyau,1
ko da,-1
duk da haka,-1
a hankali,1
kowane bit,-1
kowane lokaci kuma sannan,-1
kowane lokaci sau da yawa,-1
kowane mako,-1
kowace hanya,1
kowace shekara,-1
kowace rana,1
ko'ina,1
ko'ina,1
fitar da,-1
korewa,-1
a bayyane yake,1
mugunta,1
ido mara kyau,-1
mugunta,-1
mai yiwuwa,1
ihisani,1
juyin halitta,1
canzawa,1
kara tsanantawa,-1
kara tabarbarewa,-1
daidai,1
wuce gona da iri,1
ƙari,1
ƙari,1
daukaka,1
jarrabawa,-1
bincika,1
exanimate,-1
kamar yadda ya kamata,1
sankara,1
ƙananan yankuna,1
m,-1
cike da zafin rai,1
azaba,-1
maryamun,1
da yawa,-1
kwarai da gaske,1
kwarai da gaske,1
banda,-1
wuce haddi,1
wuce gona da iri,-1
musayar,-1
musayar,-1
mai hanzari,1
zumudi,1
m,1
motsa hankali,1
ta da hankali,-1
m,-1
cikin farin ciki,1
tashin hankali,1
m,1
cikin farin ciki,1
furta,-1
exclaiming,-1
kirari,-1
coarfafawa,1
nishadantarwa,-1
excoriation,-1
barna,1
cikin hanzari,-1
azaba,-1
zaba,1
balaguro,-1
zartarwa,-1
kashe,-1
kisa,-1
kisa,-1
abin misali,1
misali,1
kebe,-1
kebewa,1
motsa jiki,-1
shaye shaye,1
gajiya,-1
ci,1
cikakke,1
nuna,1
wasan nuni,-1
nuni,1
exigency,-1
mai ban mamaki,-1
babu,-1
wanzu,-1
fita,-1
kurantawa,1
kaffara,1
kwantaragota,-1
izza,-1
shaukat,-1
exostosis,-1
exotoxin,1
exotropia,-1
fadada,1
fadadawa,1
yi tsammani,-1
tsammani,-1
tsammani,1
fata,1
sankarawa,1
mai tsammani,1
mai amfani,-1
da sauri,1
balaguro,-1
hanzarta,1
kashe,1
kudi,-1
mai tsada,1
gwaninta,1
karewa,-1
bayyana,1
bayani,1
na cika ciki,-1
bayyana,1
a bayyane,1
fashe,-1
amfani,1
amfani,1
bincike,1
bincika,1
fashewa,-1
fashewar abubuwa,-1
m cakuda,-1
fashewa,1
a bayyane,1
fallasa,1
fitarwa,-1
bayyana,-1
bayyana layin mai alatu,1
magana,-1
aphasia mai bayyanawa,-1
a bayyane,-1
babbar hanyar mota,1
ɓata,-1
dadi,1
mafi kyau,1
exsanguine,-1
exsanguinous,-1
cikawa,-1
karin bayanai,-1
miƙa,1
wargajewa,1
na waje,-1
ajiyar waje,-1
a waje,1
bace,-1
ƙarewa,-1
kashewa,-1
kashewa,-1
daukaka,1
kwace,-1
kwace,-1
kari,1
karin tiyata,-1
mai cirewa,1
curarin aiki,-1
karin aure,-1
ƙari,-1
hangen nesa,-1
karin,-1
karin ciki,-1
karin ciki,-1
almubazzaranci,-1
almubazzaranci,-1
almubazzaranci,1
ƙwace,-1
farin ciki,1
cike da murna,1
cike da murna,1
yi murna,1
farin ciki,1
murna,-1
da murna,1
hasken ido,1
yare yare,-1
cutar ido,1
kamuwa da ido,-1
bude ido,-1
rhyme ido,1
ido,1
rashin ido,1
eyeliner,1
fabiyan,1
tatsuniya,-1
ƙirƙiri,-1
ƙiren ƙarya,-1
shahararre,1
facade,-1
fuska,-1
fuskantar kashe,-1
fuska da fuska,-1
fuskanta,-1
mara fuska,-1
facetiously,-1
kyallin fuska,1
facile,1
sauƙaƙe,1
sauƙaƙewa,1
fuskantar,-1
facsimile,1
factor ix,-1
factor v,-1
factor viii,-1
factor xi,-1
gonar ma'aikata,1
bisa gaskiya,1
fad rage cin abinci,1
faddily,1
faddishly,1
kode,-1
fade,-1
kode,-1
ya shuɗe,-1
fading,-1
faduwa yayi,1
fado,-1
fag,1
fagge,1
fagge,1
faience,-1
kasa,-1
kasa lafiya,1
kasawa,-1
rashin cin nasara,-1
suma,1
suma,-1
raunin zuciya,-1
kasala,-1
suma,-1
gaskiya,1
daidaito,1
adalci ji,-1
adalci,-1
aljanna bluebird,1
labarin almara,1
hikaya,1
hikaya,1
fait accompli,1
aminci,1
rashin imani,1
na karya,-1
fada,-1
fada baya,-1
koma baya,-1
fada jirgin,-1
shiga soyayya,1
fada cikin wuri,1
faduwar mutum,1
fadi,-1
fadi,1
wawanci,-1
fallal,-1
katako,-1
fadi,-1
faduwa,-1
cututtukan fallot,1
tetralogy na fallot,1
ƙarya,-1
ɗaurin kurkuku,-1
kunamar karya,-1
ƙarya smut,-1
hakora na ƙarya,1
hukuncin karya,-1
na karya,1
gurbata,-1
falter,-1
faltering,-1
daraja,1
familiarize,1
familiarize,1
familiarly,1
iyali akeridae,-1
iyali anguidae,-1
iyali anomiidae,1
iyali arcidae,-1
iyali arctiidae,-1
iyali ariidae,-1
iyali armadillidiidae,-1
iyali asilidae,-1
iyali atropidae,-1
iyali belemnitidae,-1
dangin belonidae,1
iyali bombyliidae,-1
iyali bradypodidae,1
iyali carabidae,-1
iyali ceratopogonidae,-1
iyali chalcidae,-1
iyali chalcididae,-1
iyali chlamydiaceae,-1
iyali chrysomelidae,1
iyali chrysopidae,-1
iyali cicindelidae,-1
iyali ciconiidae,-1
magatakarda iyali,-1
iyali comatulidae,1
iyali coreidae,-1
iyali crocodylidae,1
iyali dracunculidae,1
daidaita iyali,-1
iyali erinaceidae,1
iyali euglenaceae,1
iyali eurylaimidae,-1
iyali forficulidae,-1
iyali gavialidae,1
iyali gelechiidae,1
iyali gracilariidae,1
iyali gruidae,-1
iyali haemoproteidae,-1
iyali haemulidae,1
iyali hemiramphidae,-1
iyali hydrobatidae,-1
iyali hypodermatidae,-1
iyali ichneumonidae,-1
iyali jassidae,-1
iyali kinosternidae,-1
iyali lactobacillaceae,1
iyali lactobacteriaceae,1
dangi lanthanotidae,1
iyali latimeridae,-1
iyali lemuridae,-1
iyali lithodidae,-1
iyali lygaeidae,-1
iyali megachilidae,1
iyali megatheriidae,-1
iyali meliphagidae,-1
dangin mobulidae,-1
iyali muridae,-1
iyali muscidae,-1
iyali mycetophylidae,-1
iyali mycoplasmataceae,-1
iyali mylodontidae,-1
iyali myxinidae,1
dangin nitrobacteriaceae,1
iyali oestridae,-1
iyali osmeridae,-1
iyali paradisaeidae,-1
iyali pectinidae,1
iyali phalaropidae,1
iyali phillidae,1
iyali phthiriidae,-1
iyali phyllidae,1
iyali phyllostomatidae,1
iyali phyllostomidae,1
iyali plasmodiidae,-1
iyali porcellionidae,-1
iyali proteidae,-1
iyali pseudomonodaceae,1
iyali raphidae,-1
iyali reduviidae,-1
iyali rhinolophidae,1
iyali rickettsiaceae,-1
iyali sciaridae,-1
iyali sepiidae,1
iyali sphecidae,-1
iyali spheniscidae,-1
iyali squalidae,1
iyali streptomycetaceae,1
iyali tachinidae,-1
iyali tayassuidae,-1
iyali far,1
iyali thripidae,-1
iyali tingidae,-1
iyali tipulidae,-1
iyali azabtarwa,1
iyali treponemataceae,1
iyali triakidae,-1
iyali trionychidae,-1
iyali turnicidae,-1
iyali volvocaceae,1
iyali zapodidae,1
yunwa,-1
yunwa,-1
yunwa,1
famotidine,-1
shahararre,1
fan,1
fan tracery,1
fanatically,1
fancifully,1
zagezage,1
fanconi ta rashin jini,1
fanconi ta rashin jini,1
abin ban mamaki,1
fantasize,1
fantasize,1
abin mamaki,1
fantasy,-1
almara,-1
nisa,1
nesa da nesa,1
nesa da kusa,1
nisa da fadi,1
farce,1
farce mai ban dariya,1
farcically,1
kiyi lafiya,-1
farinaceous,1
hango nesa,-1
fartlek,-1
m,1
mai ban sha'awa,1
sha'awa,1
fascioliasis,-1
fasciolosis,-1
gaye,1
azumi,1
saurin bacci,-1
azumi na ɗan farin,1
azumi daya,-1
da sauri,1
mai,1
mai narkewa bitamin,-1
m,-1
m hadari,-1
mutuwa,-1
kaddara,-1
kaddara,1
uba,1
gajiya,-1
karaya,-1
gajiya,1
hanta mai kitse,-1
mai mai,-1
fatuous,1
fatawa,1
Laifi,-1
Laifi,1
Laifi,1
Laifi,-1
fauna,-1
faustian,1
ni'ima,1
m,1
m liyafar,1
da dacewa,1
ni'ima,1
m,1
m liyafar,1
da dacewa,1
fawn,1
tsoro,-1
tsoro,-1
da tsoro,1
tsoro,-1
rashin tsoro,1
rashin tsoro,-1
abin tsoro,-1
da tsoro,1
mai yiwuwa,1
idi,1
idin hadaya,-1
feat,1
gashin tsuntsu,1
mai gashin tsuntsu,-1
gashin fuka-fukai,1
gashin tsuntsaye,-1
fasali,-1
febrile,-1
tasirin tasiri,-1
fecklessly,1
zazzabi,1
fecundate,1
fecundity,1
abinci,1
marasa ƙarfi,-1
rashin ƙarfi,1
feebly,1
ciyarwa,-1
ciyar da baya,1
ciyar a,-1
mai ciyarwa,1
ji,1
ji kamar miliyan,1
ji kamar dala miliyan,1
jin dadi,-1
ji,1
misign,-1
feigning,-1
feint,-1
cin nasara,1
maras kyau,1
felicitously,1
fadi,1
jin juna,-1
mata,1
mata,1
fender,-1
fenoprofen,-1
sinadarin fenoprofen,-1
fenusa,1
feral,-1
nigeria,-1
ferine,-1
ferment,1
fermentable,1
barasa,-1
ferned,-1
mara tsoro,1
fernlike,1
ferny,-1
m,1
sa taki,1
haihuwa,1
sa taki,1
fervency,1
ƙarfin zuciya,1
himma,1
himma,1
fester,-1
bikin aure,-1
farin ciki,1
damuwar tayi,1
kawowa,1
kawo,-1
tayi,-1
tayi,1
ɗaga,1
tayi,1
gaba,1
shugabanci na gaba,-1
a kan gaba,1
fiskantarwa,-1
zazzaɓi,-1
zazzabin bororo,-1
zazzabi farar,1
zazzaɓi,-1
cikin zazzabi,1
mai yawan sha'awa,-1
fiasco,-1
fib,-1
shafawa,1
fibrilisa,-1
fibrinous,1
fibroadenoma,-1
fibroid,-1
ƙwayar fibroid,-1
fibroma,-1
fibromyositis,-1
fibrositis,-1
fibrous,-1
fibrous dysplasia na kashi,-1
canzawa,-1
almara,-1
fictitiously,1
fiddle,1
fiddle mai siffa,1
fiddle tare da,1
fidget,-1
aminci,-1
fidgety,-1
fiducial,1
aikin amana,1
fili,1
bukkar filin,1
fiendishly,-1
m,-1
fiercely,1
yaƙi,-1
makauniyar siffa,-1
adadi,1
adon loom,1
siffa masana'anta loom,1
filagree,-1
filamentlike,1
filamentous,1
filarial,1
filariasis,-1
filet,-1
filet de boeuf en mai girma,-1
filiform,1
filigree,-1
cika,-1
cika,1
cika,-1
fillagree,-1
cika,1
fillet na tafin kafa,1
gidan mai,1
filoviridae,-1
ƙazanta,-1
ƙazanta,-1
karshe,-1
binciken kudi,1
sami,1
sami kuskure,-1
gano,-1
lafiya,1
yayi kyau,1
lafiya tsefe,1
lafiya hakora tsefe,1
lafiya tune,1
finely,1
finer,1
finery,-1
tarar ganye,1
nuna yatsa,-1
nuna yatsa,-1
babbar hanyar,-1
gama,1
fink,-1
wuta,-1
ƙararrawa ta wuta,-1
wutar tururuwa,-1
sayar da wuta,-1
allon wuta,-1
ban wuta,-1
mai tsaro,-1
gobara,1
ruwan wuta,1
harbe-harbe,1
m,-1
da tabbaci,1
na farko,1
taimakon farko,1
tashar agaji ta farko,1
aji na farko,1
digiri na farko ya ƙone,-1
na farko kudi,1
kifi,-1
kifin kifin,1
nau'in kifi,1
fishily,1
kifin kifin,-1
fistfight,-1
fisticuffs,-1
ciwon yoyon fitsari,-1
ciwon yoyon fitsari,-1
fististic ƙhersƙasassu,-1
dace,-1
dace,-1
dacewa,1
daidai,1
dacewa,1
sanye take,-1
takardar da aka saka,1
mai dacewa,1
dacewa,1
dacewa,1
biyar lobed,-1
gyara,-1
gyara,-1
gyarawa,-1
kafaffen mai,-1
kafaffen font,-1
gyarawa,-1
fizzle,1
